time,V(v_out)
0.000000000000000e+000,-8.477222e+000
3.248733025561744e-004,-8.477219e+000
6.961570769060885e-004,-8.477209e+000
1.096157076906090e-003,-8.477194e+000
1.496157076906091e-003,-8.477171e+000
1.896157076906092e-003,-8.477142e+000
2.296157076906093e-003,-8.477108e+000
2.696157076906094e-003,-8.477068e+000
3.096157076906095e-003,-8.477023e+000
3.496157076906096e-003,-8.476974e+000
3.896157076906097e-003,-8.476921e+000
4.296157076906098e-003,-8.476866e+000
4.696157076906099e-003,-8.476444e+000
5.270482896028619e-003,-8.467775e+000
5.566178578136738e-003,-8.438643e+000
5.684057859996729e-003,-8.397825e+000
5.687741587554855e-003,-8.394496e+000
5.695109042671103e-003,-8.383043e+000
5.696950906450164e-003,-8.378921e+000
5.700634634008290e-003,-8.367873e+000
5.701178052010526e-003,-8.365716e+000
5.702264888014993e-003,-8.359836e+000
5.703573335181657e-003,-8.350183e+000
5.704485217106939e-003,-8.339971e+000
5.705098941453796e-003,-8.328923e+000
5.705498137435979e-003,-8.317114e+000
5.705787069158894e-003,-8.302847e+000
5.706012778908635e-003,-8.283810e+000
5.706214330823890e-003,-8.254069e+000
5.706429132365288e-003,-8.199962e+000
5.706658010031000e-003,-8.102638e+000
5.706929909514481e-003,-7.908274e+000
5.707200627445636e-003,-7.578362e+000
5.707473725846162e-003,-7.007077e+000
5.707748486739075e-003,-6.021216e+000
5.708039945372265e-003,-4.284598e+000
5.708334206293540e-003,-1.719873e+000
5.708497111618166e-003,1.000751e-001
5.708670242138298e-003,2.271689e+000
5.708827074530944e-003,4.280742e+000
5.708992523542976e-003,6.228478e+000
5.709210687554117e-003,8.249795e+000
5.709248861048486e-003,8.403293e+000
5.709798672126209e-003,8.431184e+000
5.710348483203933e-003,8.453173e+000
5.710898294281656e-003,8.469259e+000
5.711448105359379e-003,8.479443e+000
5.711997916437102e-003,8.483724e+000
5.712547727514826e-003,8.482102e+000
5.713097538592549e-003,8.474577e+000
5.963846058962675e-003,8.475756e+000
6.214594579332802e-003,8.476642e+000
6.465343099702928e-003,8.477234e+000
6.716091620073054e-003,8.477532e+000
6.966840140443180e-003,8.477536e+000
7.217588660813306e-003,8.477247e+000
7.468337181183431e-003,8.476664e+000
7.868337181183432e-003,8.476664e+000
8.268337181183433e-003,8.476664e+000
8.668337181183435e-003,8.476664e+000
9.068337181183436e-003,8.476664e+000
9.468337181183437e-003,8.476664e+000
9.868337181183438e-003,8.476664e+000
1.025103978262062e-002,8.476664e+000
1.065103978262062e-002,8.476664e+000
1.105103978262062e-002,8.476664e+000
1.145103978262062e-002,8.476664e+000
1.185103978262063e-002,8.476664e+000
1.225103978262063e-002,8.476664e+000
1.265103978262063e-002,8.476664e+000
1.305103978262063e-002,8.476664e+000
1.345103978262063e-002,8.476664e+000
1.385103978262063e-002,8.476664e+000
1.425103978262063e-002,8.476664e+000
1.465103978262063e-002,8.476501e+000
1.505103978262063e-002,8.474421e+000
1.513292816857979e-002,8.475771e+000
1.521481655453895e-002,8.474503e+000
1.529670494049811e-002,8.470617e+000
1.537859332645727e-002,8.464113e+000
1.546048171241643e-002,8.454991e+000
1.554237009837559e-002,8.443251e+000
1.562425848433475e-002,8.428893e+000
1.566899002931123e-002,8.409860e+000
1.568017291555535e-002,8.398123e+000
1.570253868804359e-002,8.356292e+000
1.570288424115514e-002,8.354696e+000
1.570357534737823e-002,8.349047e+000
1.570435224877935e-002,8.340307e+000
1.570494592549072e-002,8.330255e+000
1.570535455805009e-002,8.319147e+000
1.570567036976552e-002,8.304948e+000
1.570590863283023e-002,8.286604e+000
1.570611474371426e-002,8.258698e+000
1.570632582356454e-002,8.209404e+000
1.570655596763709e-002,8.118754e+000
1.570681856729251e-002,7.944365e+000
1.570709522807049e-002,7.632391e+000
1.570736348184603e-002,7.112339e+000
1.570764096208299e-002,6.190420e+000
1.570792567037104e-002,4.609380e+000
1.570821862122322e-002,2.188987e+000
1.570839186355708e-002,3.157156e-001
1.570854871135344e-002,-1.630086e+000
1.570871960188978e-002,-3.825173e+000
1.570890296851417e-002,-6.142736e+000
1.570908560304163e-002,-7.647802e+000
1.570945087209654e-002,-8.421484e+000
1.571122910200533e-002,-8.469108e+000
1.571490577492511e-002,-8.473326e+000
1.571858244784489e-002,-8.476508e+000
1.572225912076468e-002,-8.478654e+000
1.572593579368446e-002,-8.479763e+000
1.572961246660424e-002,-8.479835e+000
1.573328913952402e-002,-8.478872e+000
1.573696581244381e-002,-8.476871e+000
1.593786998974709e-002,-8.476899e+000
1.613877416705038e-002,-8.476926e+000
1.633967834435367e-002,-8.476952e+000
1.654058252165696e-002,-8.476978e+000
1.674148669896024e-002,-8.477002e+000
1.694239087626353e-002,-8.477026e+000
1.714329505356682e-002,-8.477050e+000
1.754329505356682e-002,-8.477093e+000
1.794329505356682e-002,-8.477129e+000
1.834329505356681e-002,-8.477160e+000
1.874329505356681e-002,-8.477186e+000
1.914329505356681e-002,-8.477204e+000
1.954329505356681e-002,-8.477217e+000
1.987892193774551e-002,-8.477221e+000
2.025497918395348e-002,-8.477220e+000
2.065497918395347e-002,-8.477211e+000
2.105497918395347e-002,-8.477196e+000
2.145497918395347e-002,-8.477174e+000
2.185497918395347e-002,-8.477146e+000
2.225497918395347e-002,-8.477112e+000
2.265497918395346e-002,-8.477073e+000
2.305497918395346e-002,-8.477028e+000
2.345497918395346e-002,-8.476979e+000
2.385497918395346e-002,-8.476927e+000
2.425497918395345e-002,-8.476872e+000
2.465497918395345e-002,-8.476636e+000
2.505497918395345e-002,-8.474339e+000
2.552409266764397e-002,-8.449177e+000
2.558015975337433e-002,-8.434856e+000
2.569229392483505e-002,-8.386239e+000
2.569549484187437e-002,-8.381099e+000
2.570203162093328e-002,-8.361567e+000
2.570284129081501e-002,-8.356381e+000
2.570392085065731e-002,-8.346802e+000
2.570470969515198e-002,-8.336430e+000
2.570524045354331e-002,-8.325128e+000
2.570561086196715e-002,-8.312012e+000
2.570587551102763e-002,-8.296068e+000
2.570608879108306e-002,-8.273705e+000
2.570629054114818e-002,-8.236213e+000
2.570652812076917e-002,-8.161616e+000
2.570676084862692e-002,-8.040516e+000
2.570701728480664e-002,-7.816699e+000
2.570729222934449e-002,-7.412742e+000
2.570755826337140e-002,-6.743958e+000
2.570784067764623e-002,-5.531816e+000
2.570813764573484e-002,-3.503058e+000
2.570838668283036e-002,-1.119400e+000
2.570853599099467e-002,6.291515e-001
2.570870993175685e-002,2.835011e+000
2.570886342149987e-002,4.803294e+000
2.570902504008769e-002,6.442843e+000
2.570934827726334e-002,8.320420e+000
2.570939861979688e-002,8.427216e+000
2.571051987792573e-002,8.448490e+000
2.571164113605460e-002,8.465021e+000
2.571276239418345e-002,8.476810e+000
2.571388365231231e-002,8.483855e+000
2.571500491044117e-002,8.486158e+000
2.571612616857003e-002,8.483717e+000
2.571724742669889e-002,8.476534e+000
2.595470911543566e-002,8.476607e+000
2.619217080417243e-002,8.476661e+000
2.642963249290920e-002,8.476698e+000
2.666709418164597e-002,8.476716e+000
2.690455587038274e-002,8.476717e+000
2.714201755911951e-002,8.476699e+000
2.737947924785628e-002,8.476664e+000
2.777947924785627e-002,8.476664e+000
2.817947924785627e-002,8.476664e+000
2.857947924785627e-002,8.476664e+000
2.897947924785627e-002,8.476664e+000
2.937947924785626e-002,8.476664e+000
2.977947924785626e-002,8.476664e+000
3.017947924785626e-002,8.476664e+000
3.057947924785626e-002,8.476664e+000
3.097947924785625e-002,8.476664e+000
3.137947924785625e-002,8.476664e+000
3.177947924785625e-002,8.476664e+000
3.217947924785625e-002,8.476664e+000
3.257947924785624e-002,8.476664e+000
3.297947924785624e-002,8.476664e+000
3.337947924785624e-002,8.476664e+000
3.377947924785624e-002,8.476664e+000
3.417947924785623e-002,8.476664e+000
3.457947924785623e-002,8.476657e+000
3.497947924785623e-002,8.475710e+000
3.535904123537671e-002,8.462681e+000
3.569009899907619e-002,8.389894e+000
3.569309364257706e-002,8.386380e+000
3.569908292957881e-002,8.373348e+000
3.569984531162022e-002,8.371022e+000
3.570137007570304e-002,8.364423e+000
3.570309510366389e-002,8.355075e+000
3.570328968654521e-002,8.353712e+000
3.570367885230785e-002,8.350166e+000
3.570445718383315e-002,8.340927e+000
3.570505407144727e-002,8.330528e+000
3.570547727341815e-002,8.318634e+000
3.570578983766113e-002,8.303942e+000
3.570602379842878e-002,8.284938e+000
3.570622745463580e-002,8.255759e+000
3.570644030607558e-002,8.203403e+000
3.570666979964653e-002,8.108140e+000
3.570693837092130e-002,7.920533e+000
3.570721137467231e-002,7.595875e+000
3.570748257324186e-002,7.041902e+000
3.570775829500705e-002,6.076183e+000
3.570804700891585e-002,4.394313e+000
3.570833900656766e-002,1.891742e+000
3.570850496027803e-002,5.427439e-002
3.570867231811354e-002,-2.043274e+000
3.570884580145778e-002,-4.275676e+000
3.570900937125102e-002,-6.227733e+000
3.570922095399610e-002,-8.237704e+000
3.570926063600040e-002,-8.401877e+000
3.570981742451890e-002,-8.430601e+000
3.571037421303740e-002,-8.453225e+000
3.571093100155591e-002,-8.469749e+000
3.571148779007442e-002,-8.480173e+000
3.571204457859292e-002,-8.484496e+000
3.571260136711142e-002,-8.482720e+000
3.571315815562993e-002,-8.474843e+000
3.596574195233025e-002,-8.476020e+000
3.621832574903057e-002,-8.476912e+000
3.647090954573089e-002,-8.477518e+000
3.672349334243120e-002,-8.477838e+000
3.697607713913152e-002,-8.477873e+000
3.722866093583185e-002,-8.477622e+000
3.748124473253216e-002,-8.477086e+000
3.788124473253216e-002,-8.477123e+000
3.828124473253216e-002,-8.477156e+000
3.868124473253216e-002,-8.477182e+000
3.908124473253215e-002,-8.477201e+000
3.948124473253215e-002,-8.477214e+000
3.988124473253215e-002,-8.477220e+000
4.025584355930807e-002,-8.477219e+000
4.065584355930807e-002,-8.477211e+000
4.105584355930807e-002,-8.477196e+000
4.145584355930806e-002,-8.477174e+000
4.185584355930806e-002,-8.477146e+000
4.225584355930806e-002,-8.477112e+000
4.265584355930806e-002,-8.477072e+000
4.305584355930806e-002,-8.477028e+000
4.345584355930805e-002,-8.476979e+000
4.385584355930805e-002,-8.476927e+000
4.425584355930805e-002,-8.476871e+000
4.465584355930805e-002,-8.476632e+000
4.505584355930804e-002,-8.474350e+000
4.513831318004830e-002,-8.476063e+000
4.522078280078854e-002,-8.474887e+000
4.530325242152879e-002,-8.470823e+000
4.538572204226905e-002,-8.463872e+000
4.546819166300930e-002,-8.454032e+000
4.555066128374954e-002,-8.441304e+000
4.563313090448980e-002,-8.425688e+000
4.567853230019838e-002,-8.403159e+000
4.568479291272147e-002,-8.397109e+000
4.569731413776765e-002,-8.378146e+000
4.569809470628952e-002,-8.376371e+000
4.569965584333324e-002,-8.370895e+000
4.570277811742069e-002,-8.356889e+000
4.570305017673283e-002,-8.355197e+000
4.570359429535709e-002,-8.350554e+000
4.570434642526337e-002,-8.342085e+000
4.570496370176019e-002,-8.331931e+000
4.570539160636678e-002,-8.320738e+000
4.570571989950428e-002,-8.306534e+000
4.570596344129098e-002,-8.288464e+000
4.570616993212505e-002,-8.261484e+000
4.570637846656148e-002,-8.214268e+000
4.570660866643925e-002,-8.126446e+000
4.570686640521977e-002,-7.960411e+000
4.570714654808548e-002,-7.654634e+000
4.570741243714385e-002,-7.155195e+000
4.570769186864365e-002,-6.255966e+000
4.570797419620861e-002,-4.705395e+000
4.570830119618668e-002,-2.002654e+000
4.570847966249039e-002,-6.438762e-002
4.570864674202196e-002,2.015626e+000
4.570882260538930e-002,4.266848e+000
4.570898851656255e-002,6.236410e+000
4.570920026897942e-002,8.236239e+000
4.570924056035703e-002,8.401724e+000
4.570980119988921e-002,8.430466e+000
4.571036183942140e-002,8.453101e+000
4.571092247895358e-002,8.469630e+000
4.571148311848576e-002,8.480052e+000
4.571204375801794e-002,8.484367e+000
4.571260439755013e-002,8.482575e+000
4.571316503708231e-002,8.474677e+000
4.596731006469067e-002,8.475795e+000
4.622145509229903e-002,8.476635e+000
4.647560011990740e-002,8.477197e+000
4.672974514751576e-002,8.477481e+000
4.698389017512412e-002,8.477487e+000
4.723803520273248e-002,8.477214e+000
4.749218023034085e-002,8.476664e+000
4.789218023034085e-002,8.476664e+000
4.829218023034085e-002,8.476664e+000
4.869218023034085e-002,8.476664e+000
4.909218023034084e-002,8.476664e+000
4.949218023034084e-002,8.476664e+000
4.989218023034084e-002,8.476664e+000
5.025991243575187e-002,8.476664e+000
5.065991243575187e-002,8.476664e+000
5.105991243575186e-002,8.476664e+000
5.145991243575186e-002,8.476664e+000
5.185991243575186e-002,8.476664e+000
5.225991243575186e-002,8.476664e+000
5.265991243575185e-002,8.476664e+000
5.305991243575185e-002,8.476664e+000
5.345991243575185e-002,8.476664e+000
5.385991243575185e-002,8.476664e+000
5.425991243575185e-002,8.476664e+000
5.465991243575184e-002,8.476470e+000
5.505991243575184e-002,8.474191e+000
5.514196630550471e-002,8.475937e+000
5.522402017525759e-002,8.474772e+000
5.530607404501046e-002,8.470695e+000
5.538812791476334e-002,8.463706e+000
5.547018178451622e-002,8.453806e+000
5.555223565426910e-002,8.440993e+000
5.563428952402197e-002,8.425269e+000
5.567935497794888e-002,8.402525e+000
5.568514906933458e-002,8.396934e+000
5.569673725210600e-002,8.379547e+000
5.569775182817141e-002,8.377289e+000
5.569978098030222e-002,8.370589e+000
5.570235177011529e-002,8.359787e+000
5.570266283525537e-002,8.358032e+000
5.570328496553552e-002,8.353350e+000
5.570416414857733e-002,8.344557e+000
5.570487479856602e-002,8.334072e+000
5.570534553460743e-002,8.322891e+000
5.570569837171217e-002,8.308943e+000
5.570595176625641e-002,8.291757e+000
5.570616079738486e-002,8.266829e+000
5.570636571322159e-002,8.224064e+000
5.570659834606212e-002,8.142268e+000
5.570684513193930e-002,7.994970e+000
5.570713235294784e-002,7.705534e+000
5.570739334391076e-002,7.251979e+000
5.570767626627415e-002,6.409989e+000
5.570795260692063e-002,5.002698e+000
5.570827162690117e-002,2.513825e+000
5.570846692089060e-002,4.691745e-001
5.570862154650723e-002,-1.428623e+000
5.570896999180786e-002,-5.911172e+000
5.570914893386865e-002,-7.486622e+000
5.570950681799024e-002,-8.387037e+000
5.570985034891493e-002,-8.448007e+000
5.571224240406414e-002,-8.472955e+000
5.575622878282407e-002,-8.475645e+000
5.580021516158399e-002,-8.477627e+000
5.584420154034392e-002,-8.478901e+000
5.588818791910384e-002,-8.479466e+000
5.593217429786377e-002,-8.479323e+000
5.597616067662369e-002,-8.478471e+000
5.602014705538362e-002,-8.476911e+000
5.632293655176988e-002,-8.476951e+000
5.672293655176988e-002,-8.477001e+000
5.712293655176988e-002,-8.477048e+000
5.752293655176988e-002,-8.477091e+000
5.792293655176987e-002,-8.477127e+000
5.832293655176987e-002,-8.477160e+000
5.872293655176987e-002,-8.477184e+000
5.912293655176987e-002,-8.477203e+000
5.952293655176986e-002,-8.477216e+000
5.987135221433598e-002,-8.477220e+000
6.025216199809555e-002,-8.477219e+000
6.065216199809555e-002,-8.477211e+000
6.105216199809554e-002,-8.477196e+000
6.145216199809554e-002,-8.477175e+000
6.185216199809554e-002,-8.477146e+000
6.225216199809554e-002,-8.477112e+000
6.265216199809554e-002,-8.477073e+000
6.305216199809553e-002,-8.477028e+000
6.345216199809553e-002,-8.476979e+000
6.385216199809553e-002,-8.476927e+000
6.425216199809553e-002,-8.476872e+000
6.465216199809552e-002,-8.476646e+000
6.505216199809552e-002,-8.474399e+000
6.549275826356434e-002,-8.447911e+000
6.566042376983795e-002,-8.415783e+000
6.567816081634104e-002,-8.402222e+000
6.569705954038209e-002,-8.378447e+000
6.569810937358639e-002,-8.376164e+000
6.570020903999498e-002,-8.368954e+000
6.570246814384462e-002,-8.359019e+000
6.570273833816867e-002,-8.357441e+000
6.570327872681679e-002,-8.353301e+000
6.570414080008086e-002,-8.344629e+000
6.570484644068117e-002,-8.334255e+000
6.570531824201732e-002,-8.323137e+000
6.570567286022762e-002,-8.309256e+000
6.570592789219203e-002,-8.292146e+000
6.570613753543828e-002,-8.267420e+000
6.570634212916671e-002,-8.225136e+000
6.570657497669839e-002,-8.144051e+000
6.570682048205156e-002,-7.998851e+000
6.570710842274169e-002,-7.711471e+000
6.570736898288157e-002,-7.262952e+000
6.570765243214077e-002,-6.427431e+000
6.570792851707420e-002,-5.034481e+000
6.570824765155707e-002,-2.565049e+000
6.570844414516676e-002,-5.222574e-001
6.570859799357279e-002,1.355069e+000
6.570894560260426e-002,5.801802e+000
6.570912295176490e-002,7.377706e+000
6.570947765008617e-002,8.349570e+000
6.570982723748146e-002,8.447279e+000
6.571224416996277e-002,8.472803e+000
6.575745475863831e-002,8.475449e+000
6.580266534731387e-002,8.477396e+000
6.584787593598941e-002,8.478646e+000
6.589308652466497e-002,8.479197e+000
6.593829711334051e-002,8.479051e+000
6.598350770201607e-002,8.478206e+000
6.602871829069161e-002,8.476664e+000
6.634024882774590e-002,8.476664e+000
6.674024882774590e-002,8.476664e+000
6.714024882774590e-002,8.476664e+000
6.754024882774590e-002,8.476664e+000
6.794024882774589e-002,8.476664e+000
6.834024882774589e-002,8.476664e+000
6.874024882774589e-002,8.476664e+000
6.914024882774589e-002,8.476664e+000
6.954024882774589e-002,8.476664e+000
6.987778939175196e-002,8.476664e+000
7.025455771803001e-002,8.476664e+000
7.065455771803000e-002,8.476664e+000
7.105455771803000e-002,8.476664e+000
7.145455771803000e-002,8.476664e+000
7.185455771803000e-002,8.476664e+000
7.225455771802999e-002,8.476664e+000
7.265455771802999e-002,8.476664e+000
7.305455771802999e-002,8.476664e+000
7.345455771802999e-002,8.476664e+000
7.385455771802998e-002,8.476664e+000
7.425455771802998e-002,8.476664e+000
7.465455771802998e-002,8.476489e+000
7.505455771802998e-002,8.474277e+000
7.513699390109956e-002,8.475953e+000
7.521943008416913e-002,8.474790e+000
7.530186626723871e-002,8.470787e+000
7.538430245030829e-002,8.463945e+000
7.546673863337787e-002,8.454263e+000
7.554917481644745e-002,8.441741e+000
7.563161099951703e-002,8.426380e+000
7.567564787074289e-002,8.405278e+000
7.568402808786645e-002,8.396427e+000
7.570078852211357e-002,8.366899e+000
7.570154534096504e-002,8.363768e+000
7.570255443276701e-002,8.357943e+000
7.570378292386330e-002,8.348185e+000
7.570461413982595e-002,8.338103e+000
7.570518102596853e-002,8.327010e+000
7.570556216476428e-002,8.314718e+000
7.570583900451193e-002,8.299715e+000
7.570605802181944e-002,8.279270e+000
7.570625928726292e-002,8.245512e+000
7.570650412098270e-002,8.175654e+000
7.570672641865764e-002,8.070111e+000
7.570698076767701e-002,7.867689e+000
7.570725640879340e-002,7.499815e+000
7.570752091428992e-002,6.895484e+000
7.570780238477748e-002,5.797489e+000
7.570809198099990e-002,3.937916e+000
7.570839103603957e-002,1.173151e+000
7.570854990113682e-002,-6.635669e-001
7.570873222752594e-002,-2.984287e+000
7.570888524992840e-002,-4.957623e+000
7.570904948195906e-002,-6.595219e+000
7.570937794602037e-002,-8.340667e+000
7.570942632443137e-002,-8.429489e+000
7.571053291500977e-002,-8.449734e+000
7.571163950558818e-002,-8.465481e+000
7.571274609616659e-002,-8.476728e+000
7.571385268674499e-002,-8.483477e+000
7.571495927732340e-002,-8.485727e+000
7.571606586790181e-002,-8.483478e+000
7.571717245848021e-002,-8.476730e+000
7.595206405617151e-002,-8.476841e+000
7.618695565386281e-002,-8.476931e+000
7.642184725155411e-002,-8.477001e+000
7.665673884924540e-002,-8.477050e+000
7.689163044693670e-002,-8.477078e+000
7.712652204462800e-002,-8.477086e+000
7.736141364231930e-002,-8.477074e+000
7.776141364231930e-002,-8.477114e+000
7.816141364231929e-002,-8.477147e+000
7.856141364231929e-002,-8.477175e+000
7.896141364231929e-002,-8.477197e+000
7.936141364231929e-002,-8.477211e+000
7.976141364231928e-002,-8.477219e+000
8.016141364231928e-002,-8.477220e+000
8.056141364231928e-002,-8.477213e+000
8.096141364231928e-002,-8.477200e+000
8.136141364231928e-002,-8.477180e+000
8.176141364231927e-002,-8.477153e+000
8.216141364231927e-002,-8.477120e+000
8.256141364231927e-002,-8.477081e+000
8.296141364231927e-002,-8.477038e+000
8.336141364231926e-002,-8.476991e+000
8.376141364231926e-002,-8.476939e+000
8.416141364231926e-002,-8.476885e+000
8.456141364231926e-002,-8.476830e+000
8.496141364231925e-002,-8.475945e+000
8.532425619439979e-002,-8.465148e+000
8.566067201070968e-002,-8.413319e+000
8.567481370063322e-002,-8.400764e+000
8.570309708048031e-002,-8.350020e+000
8.570346032853482e-002,-8.347914e+000
8.570418682464383e-002,-8.340607e+000
8.570426226477046e-002,-8.339691e+000
8.570441314502372e-002,-8.337467e+000
8.570471490553024e-002,-8.331994e+000
8.570511375962164e-002,-8.321865e+000
8.570547428111362e-002,-8.307326e+000
8.570574627130823e-002,-8.288241e+000
8.570596293524316e-002,-8.260823e+000
8.570617387459829e-002,-8.213791e+000
8.570640777359836e-002,-8.125531e+000
8.570666399091514e-002,-7.961851e+000
8.570694520158406e-002,-7.657429e+000
8.570721006679027e-002,-7.163853e+000
8.570749022711820e-002,-6.269671e+000
8.570777161388136e-002,-4.736388e+000
8.570809805299831e-002,-2.054693e+000
8.570827788036109e-002,-1.094430e-001
8.570844297222012e-002,1.942245e+000
8.570861816899736e-002,4.184347e+000
8.570878691770473e-002,6.212954e+000
8.570899265504316e-002,8.221593e+000
8.570903400704358e-002,8.398928e+000
8.570961293504943e-002,8.446991e+000
8.571196842525551e-002,8.472580e+000
8.575437308844440e-002,8.475385e+000
8.579677775163330e-002,8.477450e+000
8.583918241482219e-002,8.478774e+000
8.588158707801109e-002,8.479358e+000
8.592399174119998e-002,8.479200e+000
8.596639640438888e-002,8.478302e+000
8.600880106757777e-002,8.476664e+000
8.630049241655813e-002,8.476664e+000
8.670049241655813e-002,8.476664e+000
8.710049241655812e-002,8.476664e+000
8.750049241655812e-002,8.476664e+000
8.790049241655812e-002,8.476664e+000
8.830049241655812e-002,8.476664e+000
8.870049241655811e-002,8.476664e+000
8.910049241655811e-002,8.476664e+000
8.950049241655811e-002,8.476664e+000
8.990049241655811e-002,8.476664e+000
9.026300469218311e-002,8.476664e+000
9.066300469218311e-002,8.476664e+000
9.106300469218311e-002,8.476664e+000
9.146300469218310e-002,8.476664e+000
9.186300469218310e-002,8.476664e+000
9.226300469218310e-002,8.476664e+000
9.266300469218310e-002,8.476664e+000
9.306300469218309e-002,8.476664e+000
9.346300469218309e-002,8.476664e+000
9.386300469218309e-002,8.476664e+000
9.426300469218309e-002,8.476664e+000
9.466300469218308e-002,8.476458e+000
9.506300469218308e-002,8.474113e+000
9.514508153005372e-002,8.476019e+000
9.522715836792435e-002,8.474900e+000
9.530923520579498e-002,8.470756e+000
9.539131204366563e-002,8.463588e+000
9.547338888153627e-002,8.453395e+000
9.555546571940690e-002,8.440178e+000
9.563754255727754e-002,8.423936e+000
9.568269575817669e-002,8.399677e+000
9.568668984003631e-002,8.395767e+000
9.569467800375556e-002,8.383876e+000
9.569667504468536e-002,8.379541e+000
9.570066912654499e-002,8.367811e+000
9.570117475013115e-002,8.365832e+000
9.570218599730349e-002,8.360420e+000
9.570354806702869e-002,8.350542e+000
9.570448088200616e-002,8.340274e+000
9.570510836520274e-002,8.329127e+000
9.570551134630304e-002,8.317334e+000
9.570580133913946e-002,8.303161e+000
9.570602742196704e-002,8.284307e+000
9.570622895233714e-002,8.254932e+000
9.570644303173725e-002,8.201622e+000
9.570667194081425e-002,8.105431e+000
9.570694244839338e-002,7.914255e+000
9.570721408610304e-002,7.587171e+000
9.570748635460734e-002,7.024242e+000
9.570776137041032e-002,6.049062e+000
9.570805133225227e-002,4.340423e+000
9.570834370798637e-002,1.812078e+000
9.570850830217773e-002,-2.100670e-002
9.570867978681404e-002,-2.175682e+000
9.570885541320245e-002,-4.436661e+000
9.570901568847438e-002,-6.299974e+000
9.570923812960043e-002,-8.262946e+000
9.570927651799836e-002,-8.406939e+000
9.571001257063089e-002,-8.435293e+000
9.571074862326340e-002,-8.457486e+000
9.571148467589592e-002,-8.473518e+000
9.571222072852845e-002,-8.483388e+000
9.571295678116097e-002,-8.487097e+000
9.571369283379348e-002,-8.484644e+000
9.571442888642601e-002,-8.476029e+000
9.596632707738070e-002,-8.476534e+000
9.621822526833540e-002,-8.476921e+000
9.647012345929010e-002,-8.477190e+000
9.672202165024479e-002,-8.477341e+000
9.697391984119949e-002,-8.477374e+000
9.722581803215419e-002,-8.477289e+000
9.747771622310889e-002,-8.477086e+000
9.787771622310888e-002,-8.477123e+000
9.827771622310888e-002,-8.477156e+000
9.867771622310888e-002,-8.477182e+000
9.907771622310888e-002,-8.477201e+000
9.947771622310887e-002,-8.477214e+000
9.987771622310887e-002,-8.477221e+000
1.000000000000000e-001,-8.477222e+000
